Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
GWO,F9,0.28,19.16,11.82,9.9,7.78,5.64,4.7,3.84,3.29,2.77,2.46,2.23,1.9,1.7,1.45,1.3,1.08,0.95,0.89,0.83,0.75,0.63,0.6,0.57,0.55,0.55,0.48,0.48,0.47,0.47,0.47,0.46,0.43,0.41,0.41,0.39,0.36,0.32,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
GWO,F24,0.25,19.74,11.67,8.49,7.35,6.54,6.01,5.42,5.31,4.84,4.61,4.23,4.02,3.85,3.73,3.09,3.02,2.75,2.65,2.57,2.42,2.41,2.4,2.34,2.31,2.2,2.2,2.16,2.15,2.15,2.09,2.06,1.95,1.95,1.94,1.89,1.89,1.89,1.83,1.82,1.76,1.73,1.7,1.7,1.7,1.6,1.6,1.54,1.5,1.48,1.38,1.38,1.26,1.26,1.21,1.18,1.18,1.11,1.11,1.09,1.08,1.08,1.0,0.99,0.98,0.97,0.96,0.93,0.92,0.91,0.89,0.87,0.86,0.86,0.84,0.83,0.8,0.8,0.78,0.78,0.78,0.77,0.76,0.75,0.74,0.72,0.72,0.72,0.71,0.7,0.69,0.67,0.66,0.66,0.66,0.65,0.65,0.64,0.64,0.64,0.63
