Optimizer,objfname,ExecutionTime,Individual,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
GWO,F9,0.28051185607910156,[-9.94855994e-01  5.78204254e-04 -3.63430704e-05],14.167722205785012,10.032233203753893,6.647905596775242,6.647905596775242,4.816467456438701,4.816467456438701,4.816467456438701,4.816467456438701,4.816467456438701,4.816467456438701,4.816467456438701,4.816467456438701,4.803971026559253,4.803971026559253,2.3821441200772178,2.3821441200772178,1.336722511578067,1.336722511578067,1.336722511578067,1.336722511578067,1.336722511578067,1.336722511578067,1.336722511578067,1.336722511578067,1.336722511578067,1.2840414923866632,1.216542958742174,1.1932944995683776,1.0700254823463773,1.0624487964383533,1.0438956542900506,1.0352381537411013,1.0274162471647514,1.0274162471647514,0.999679641031264,0.999679641031264,0.999679641031264,0.999679641031264,0.999679641031264,0.9963735810443595,0.9963735810443595,0.9963735810443595,0.9963735810443595,0.9963128418863114,0.9963128418863114,0.9953307348164486,0.9953307348164486,0.9953307348164486,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9953302856634032,0.9951948250586646,0.9951948250586646,0.9951948250586646,0.9951948250586646,0.9951948250586646,0.9950748377535774,0.9950748377535774,0.9950748377535774,0.9950748377535774,0.9950748377535774,0.9950748377535774,0.9950508781166008,0.9950508781166008,0.9950508781166008,0.9950508781166008,0.9950508781166008,0.9950423223078495,0.9950423223078495,0.9950423223078495,0.9950423223078495,0.9950423223078495,0.9950423223078495,0.9950423223078495,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853,0.9950277346964853
GWO,F9,0.30184102058410645,[-1.55748437e-09  1.94711297e-09 -6.39117124e-10],16.025867291500255,7.403282332013607,7.403282332013607,5.227253507996405,4.12979441170625,4.12979441170625,4.12979441170625,2.83593704021294,2.226709834174084,0.2814655864634048,0.2814655864634048,0.2814655864634048,0.12224142897074586,0.009555899677017976,0.009555899677017976,0.004369158388190186,0.001090625555445257,0.00037195735994188794,2.9691986860314046e-05,3.283417683519474e-06,7.071836023442302e-07,2.5394146518920024e-07,2.4987564017919794e-08,3.9269245633022365e-09,3.412417015624669e-10,3.412417015624669e-10,7.37223615487892e-11,3.341682486279751e-11,9.841016890277388e-12,1.538325022920617e-12,6.750155989720952e-14,6.750155989720952e-14,1.4210854715202004e-14,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F9,0.3147459030151367,[ 1.59797587e-09  3.60809452e-09 -3.47147872e-09],17.976672248247226,15.691858022634921,15.691858022634921,15.691858022634921,10.309582366540319,10.309582366540319,9.452933453856879,6.439518851103866,6.439518851103866,6.439518851103866,6.439518851103866,6.439518851103866,6.439518851103866,6.439518851103866,6.439518851103866,4.255492378070379,4.255492378070379,4.255492378070379,4.255492378070379,4.255492378070379,3.8605698767186425,3.8605698767186425,3.8605698767186425,3.624403401942967,3.624403401942967,2.1760960976414765,2.1760960976414765,2.1281260266305857,2.1281260266305857,2.1281260266305857,2.1073004921062477,2.1073004921062477,1.355861968591043,1.355861968591043,1.2553127570132503,0.6937377844069701,0.51238381824502,0.16818824374551156,0.04980806601336951,0.014058342824498027,0.0020650596018043643,0.00035430598622099296,4.566987770715514e-05,4.074770103557057e-07,4.074770103557057e-07,1.537086546932187e-07,3.190635311511869e-09,8.170779608462908e-10,6.004796659908607e-11,1.5138112985368934e-11,3.9328540424321545e-12,1.4210854715202004e-13,1.2789769243681803e-13,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F9,0.32509803771972656,[ 9.67951829e-10 -2.75266051e-09 -1.60500566e-09],21.908724533194377,15.98201875471461,13.377168621425781,13.377168621425781,4.56509578605035,4.56509578605035,4.56509578605035,4.56509578605035,3.9415804878211063,3.9415804878211063,3.173645784578568,3.173645784578568,3.173645784578568,3.173645784578568,3.173645784578568,2.408445690255544,1.8607588457112776,1.527845776370274,1.0376461633756833,1.0376461633756833,0.23542231642391442,0.23542231642391442,0.08144278461094245,0.0028547850741844627,0.0011497011433334592,0.0004445630561740188,1.4160320297662565e-05,1.4160320297662565e-05,9.262135591825427e-07,1.4383538626816517e-07,1.4383538626816517e-07,5.4960374029633385e-08,1.3461608716625051e-08,3.359176048434165e-09,7.660752032734308e-10,2.156710365852632e-10,6.438227728722268e-11,6.036060540282051e-12,2.1600499167107046e-12,1.6342482922482304e-13,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F9,0.38222789764404297,[-1.51664303e-09  2.96257502e-09  4.91220917e-10],28.319664730903742,16.966137722796105,15.551771008190483,9.679240895855955,3.893707303741916,3.893707303741916,3.893707303741916,3.893707303741916,3.893707303741916,3.893707303741916,3.893707303741916,3.893707303741916,3.8299989658618827,1.193653054446422,1.0118903415664846,0.37185476163862674,0.0020272488496502206,0.0020272488496502206,0.0003127660929393983,0.00017937862898520507,3.282159347506308e-05,1.7968479255614511e-06,5.399942537565039e-07,1.774736517745623e-07,1.687547523943067e-08,5.6443099083480774e-09,2.8981830269003694e-09,5.955840265414736e-10,1.7488233083895466e-10,1.0309975095879054e-11,1.3926637620897964e-12,2.1316282072803006e-13,4.973799150320701e-14,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F9,0.308992862701416,[-3.32506361e-09  1.36183744e-09  2.89707616e-09],20.562355310637322,17.781768140150557,11.658387785015876,5.777596591488649,5.777596591488649,4.817601630093456,4.424543581624565,4.424543581624565,2.1577300161929998,2.1577300161929998,2.0150664382595878,1.4637001594756498,0.142528129783436,0.142528129783436,0.05027813606272247,0.010827599889044137,0.005719795806108152,0.00034515297549475576,0.00030238782072800063,1.4764348279072692e-05,4.6544414900040465e-06,1.6687812873783514e-06,3.899354297232094e-07,8.829499975604449e-08,1.0366392189098406e-08,2.581437286153232e-10,2.581437286153232e-10,4.033751110910089e-11,4.988010005035903e-12,4.156675004196586e-13,1.8474111129762605e-13,9.237055564881302e-14,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F9,0.4627399444580078,[-2.28164965e-11  2.06893087e-09 -5.00159934e-10],20.49585481749019,6.224709799384023,6.224709799384023,6.224709799384023,6.224709799384023,6.224709799384023,5.6206983774499335,4.638634761242201,3.8174656452926214,1.9942139334306574,1.9942139334306574,1.4919087817353578,1.3102754228380817,1.0292032910667643,0.4197057099107937,0.04215390803319252,0.02540949351521604,0.005226681551853574,0.004858698820846996,0.0016571200517887519,0.00015710758540166125,0.00010331650754480393,1.2621854668992682e-05,2.7087059280006542e-06,5.909633102874068e-07,3.023686190317676e-08,1.1152998524721625e-08,1.3424532596673089e-09,1.1518963560774864e-10,5.4573234820054495e-11,9.336531547887716e-12,1.8332002582610585e-12,7.887024366937112e-13,7.105427357601002e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F9,0.3899967670440674,[-1.39137359e-10  2.22175859e-09  2.32480304e-09],25.00747005982708,10.855726706416078,9.715902311781115,9.365499187938127,6.532765189122127,4.765975908012813,0.5168794698698527,0.5168794698698527,0.056788104458291855,0.056788104458291855,0.024374027252804353,0.016053776648035978,0.00494757932137091,0.0008452130034513061,0.00027616181613865365,3.0060604153447912e-05,1.528207515377744e-05,1.0298464445668287e-06,1.2445195096688622e-07,4.9040117744425515e-08,9.961382829715149e-09,1.1186145343344833e-09,7.291234283002268e-10,1.47576173503694e-10,2.517808184165915e-11,4.344968829173013e-12,2.2026824808563106e-13,7.815970093361102e-14,7.105427357601002e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F9,0.24442315101623535,[-3.54745228e-09  1.39037825e-09 -3.08522984e-09],8.174625826783668,8.174625826783668,6.319731448849353,6.319731448849353,6.319731448849353,6.319731448849353,6.319731448849353,6.319731448849353,0.29606777189084355,0.29606777189084355,0.2248382521227157,0.05603897917883671,0.006657569345435377,0.0006998843881831363,0.00032924252659682907,0.0002491428299897791,1.267992147901964e-05,2.626596263155534e-06,1.2352815730309885e-06,2.598288730837339e-07,1.551770836272226e-07,7.692776904377752e-08,1.886321854271955e-08,3.1473312844809698e-09,1.0766072477963462e-09,9.580247706253431e-11,1.8538059975981014e-11,7.535305712735862e-12,2.0392576516314875e-12,4.334310688136611e-13,1.2789769243681803e-13,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F9,0.22934293746948242,[ 2.80245525e-10 -3.36179796e-10  2.49932973e-09],16.397075951571832,16.397075951571832,7.338534968223197,7.338534968223197,7.338534968223197,3.0425026508344146,3.0425026508344146,3.0425026508344146,3.0425026508344146,3.0425026508344146,3.0425026508344146,3.0425026508344146,1.2095141358999228,1.2095141358999228,1.2095141358999228,1.2095141358999228,1.04478936258662,1.04478936258662,1.005421503851025,0.38139181923089893,0.22795272211212136,0.050390939166284454,0.01737317700114005,0.0012962527049253936,0.00035518366012254887,0.00018332909829865685,5.076803107328942e-05,5.043853370523266e-06,1.3855047455990643e-06,4.389916341551725e-08,1.4743058329713676e-08,5.567372340919974e-09,5.571898498146766e-10,5.654499091178877e-11,5.059064278611913e-12,3.737454790098127e-12,1.3322676295501878e-12,1.6697754290362354e-13,2.4868995751603507e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
