Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
GWO,F9,800.7,390.74,390.74,305.8,305.8,304.37,304.37,304.37,304.37,304.18,304.18,304.18,292.76,272.21,261.0,234.0,215.37,215.37,211.35,203.5,203.48,184.29,184.29,175.55,171.78,161.27,161.27,135.35,135.35,127.11,127.11,127.11,127.11,127.11,127.11,127.11,124.8,104.74,104.74,104.74,104.74,104.74,102.5,102.5,102.5,101.89,92.59,90.65,90.65,90.3,89.6,89.6,89.6,89.6,83.29,81.17,81.17,81.17,81.17,81.17,81.17,73.1,73.1,73.1,73.1,63.4,63.4,63.4,53.06,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14,46.14,45.36,42.76,40.35,40.35,36.31,36.31,36.31,35.17,35.17,35.17,32.45,32.11,30.87,30.87,30.69,30.43,30.17,29.52,29.52,29.13,28.97,28.78
GWO,F24,792.93,440.62,412.8,313.91,291.4,263.49,263.49,263.49,263.49,263.49,263.49,263.49,263.49,263.49,226.42,226.42,226.42,226.42,226.42,226.42,226.42,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,216.75,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,207.18,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47,178.47
